id,x,y,z,vx,vy,vz,m
1,5.915037912895596E-10,2.3724004739727177E-10,0.0,9.127599873450389E-10,5.915039358713518E-10,0.0,0.999999999
2,0.4084962093019449,0.9127599528399682,0.0,-0.9127599864322786,0.40849606472015243,0.0,1.0E-9
