id,x,y,z,vx,vy,vz,m
1,6.410211847346582E-11,7.728582294073517E-12,0.0,3.5227141751018267E-10,6.410216260883971E-11,0.0,0.999999999
2,0.9358978815906366,0.3522714177136551,0.0,-0.35227141715791127,0.9358978374552626,0.0,1.0E-9
