id,x,y,z,vx,vy,vz,m
1,7.1912443867905445E-12,2.887864021194152E-13,0.0,1.1971121337828506E-10,7.191259350314978E-12,0.0,0.999999999
2,0.9928087556204008,0.1197112135981694,0.0,-0.11971121325857383,0.9928087406568763,0.0,1.0E-9
