id,x,y,z,vx,vy,vz,m
1,1.8129395783967343E-9,1.9376527841174902E-9,0.0,5.823472250984826E-10,1.81294036769338E-9,0.0,0.999999999
2,-0.8129395765837932,0.5823472178201614,0.0,-0.5823472245161345,-0.8129403658804396,0.0,1.0E-9
