id,gforce,gx,gy,gz
44984,5.457805473284177E-16,-1.6176541915069773E-16,1.869026103037113E-16,2.9213737828286426E-16
50139,1.2791691078482058E-15,-5.875170736159875E-16,5.804075238655161E-17,4.3166229929651665E-16
53095,4.2301286974644795E-16,2.3495905657268597E-16,-1.515263388801669E-16,-1.492069805037655E-16
59840,4.8039102585651326E-15,-1.105344363438801E-15,-9.158845955564997E-16,2.2941194218506204E-16
61603,2.5517761567086488E-15,5.902325038096911E-16,-7.472035759435947E-16,-7.252429408647922E-16
61787,4.605174265714281E-16,-1.8857978304132906E-16,2.231249343206462E-16,-1.4714669255850815E-16
1580,1.409391623966709E-16,1.0750962768315623E-16,5.334001399469954E-17,2.892039564695747E-17
2589,5.010512233171187E-15,-1.041601180979807E-15,-9.843839739481146E-16,8.870098049729502E-16
13389,6.2779514621721726E-15,-1.1313274107219587E-15,4.684503596002561E-16,8.141345992930254E-16
18934,5.094911496242701E-16,-3.3964923685903814E-16,1.0936049130072828E-16,-7.593660166602918E-17
23909,6.320150306625153E-15,1.3248114361035392E-15,4.508403405784533E-16,1.131573986048012E-16
28102,5.13504154821863E-16,-7.927616915833044E-17,3.6741085276356354E-16,-7.795482713849759E-18
28836,1.3931376778055017E-16,3.933437210754657E-17,4.59060528401991E-17,-1.0679515339609778E-16
30930,3.000476256648202E-16,-8.810975230600517E-17,-1.746997889467975E-16,1.3336267690425515E-16
36091,4.640702783917255E-15,5.052983419292872E-16,1.1574034426574724E-15,-1.099198798461896E-15
40597,4.497575060479589E-15,8.844567192981464E-16,9.357627797220819E-16,-7.066337154499837E-16
47461,5.198632313970772E-16,2.3106895802359926E-17,1.7851884282606116E-16,-3.2582591005723315E-16
51797,5.032610380199266E-15,5.0428911322739723E-17,-1.4548023866710047E-15,-1.427901397772272E-16
55201,1.9373145419221786E-15,4.2235993474720887E-16,5.387099273913164E-16,-7.550883738383176E-16
11029,4.862007959395836E-15,9.663266025192353E-16,-1.1017834835008678E-15,4.714834849161957E-16
15753,1.1951991818072306E-15,5.454579866269051E-16,2.4995322705006205E-16,3.220670178476453E-16
19102,3.625316841570835E-15,7.164867112121243E-16,9.450735651806317E-16,8.07333486818483E-16
24010,5.278428783318876E-15,-8.986710390365075E-16,1.8237799029004323E-15,1.4711073731809398E-15
24052,2.696499629447356E-15,1.1782193056679991E-15,2.0221673431905002E-16,-2.9519043480060677E-16
32995,1.0001619662937243E-15,3.913691452052446E-17,-5.688021618697575E-19,6.290971967895734E-16
35680,3.990529243288236E-15,1.0461087781358369E-15,7.533994485033183E-16,7.599655580181081E-16
