id,gforce,gx,gy,gz
46081,1.3185257085425772E-15,-4.926886698876953E-16,2.7981806056690713E-16,4.903870170088203E-16
50738,1.0253422813062706E-15,-3.5168383643744605E-16,-1.2170323488254026E-16,5.326512403191384E-16
54583,1.4085349444861535E-15,-9.915687092610415E-17,8.08258477711796E-16,9.352420852779642E-17
59785,2.69002943972644E-15,-1.1834948453808064E-15,-3.3467507248994833E-16,-2.168898288198656E-16
61846,6.4807052571296574E-15,-1.456443873105114E-15,-1.4599064137289715E-16,-3.937839562620891E-16
61861,2.5108219628590225E-15,-7.089026829906335E-16,-8.38844875255301E-16,-1.8719695543298102E-16
2153,3.5265569758405337E-15,1.3402303893072322E-15,2.240932198889051E-16,1.7808678015938366E-16
3331,4.485048609150092E-15,-8.852943268346526E-16,-1.1737526575984129E-15,3.5497582465891776E-16
5180,2.7244305997578204E-15,-5.888661375287573E-16,3.529287130392452E-16,-1.0410365397411502E-15
6471,1.714490232559958E-15,1.3609158920633944E-16,-4.6982165602684595E-16,-7.16841969278455E-16
7253,3.0507901641372504E-15,-1.1687214303764862E-15,2.1193356189272104E-16,1.34304648951356E-16
18816,1.6052198091504423E-15,9.624842082330429E-17,-2.7595282037393463E-16,-8.107213690449744E-16
19932,3.1248015259005963E-15,6.602845351812506E-16,8.494249328995065E-16,-8.299573097098518E-16
36528,4.961682612471196E-15,-9.928058005797516E-16,-9.648905055929997E-16,4.1655844841432883E-16
44358,6.644364911205012E-16,1.6733371625622894E-16,3.154569748145735E-16,-2.677082816863542E-16
7545,5.675475210570797E-17,-1.2455576944609843E-17,4.7941381997079436E-17,-2.2302486902816988E-17
9504,4.7186321191423105E-15,1.790238892345348E-16,1.2329151340488016E-15,9.206328962412847E-16
9875,3.675473756295198E-15,5.54873759701414E-16,1.3557218604611156E-15,1.4354650427967346E-16
11081,1.6357824373903417E-15,3.1448502888543333E-16,8.390357998334761E-16,-4.513073377224236E-17
15007,7.738336577995968E-16,-3.791756088355783E-16,-6.324434348579688E-17,-3.24660801256798E-16
17279,6.92591194472561E-15,-1.4399322570258571E-18,8.085936406947554E-17,1.1692797887444186E-15
22265,1.7306427453577803E-16,2.481048678646567E-17,5.77926296606723E-17,1.3230104816714581E-16
25901,4.372581394309916E-16,-2.3742414835801104E-16,1.3485141442837017E-16,1.7082561552433352E-16
29689,3.617231777334942E-15,1.0064717950064137E-15,8.598621988970028E-16,-5.792646481119495E-16
30111,1.0743766155318385E-15,-4.835359641614134E-17,-6.452916316387839E-16,2.0197983680850135E-17
33038,3.1259905477963473E-16,2.6224248299591793E-17,5.858261742670437E-17,2.357007131022512E-16
45364,5.984069384444976E-15,1.2503956162362405E-15,-7.304295791088837E-16,1.00845091100615E-15
56900,6.48402132228975E-16,-4.054417806720551E-16,1.1530274764956822E-16,-1.2163739344978783E-16
58567,5.197498015496663E-15,-1.3077210914671912E-15,-1.35130449989627E-16,9.579059038249339E-16
59574,7.607792148418797E-16,-3.176486968720284E-16,3.030787773186711E-16,-2.256579620394953E-16
63398,6.349879741454615E-15,7.53442138879651E-16,-1.221133030095417E-15,-2.827815055831275E-16
48930,2.157894160620763E-15,1.0068414634866855E-15,2.0194794215023488E-16,4.2458198897624213E-16
