id,gforce,gx,gy,gz
12167,1.1908397588672962E-15,-6.277208635002775E-16,-3.5803774847032705E-17,-1.4569188192336222E-16
12604,6.033922087903303E-16,3.843378582901453E-16,-7.589253644289617E-17,-1.4370130239944756E-16
27899,2.3735978964999865E-16,8.595909854015498E-17,8.741348146010473E-17,-1.5075606426179913E-16
37599,9.856407820619402E-16,-5.487321689582459E-16,-3.012584579455468E-16,-1.9367766425097138E-17
37651,1.7964239534895323E-15,4.376345381459239E-16,8.492900949717738E-16,-1.5798487473762774E-16
51305,1.7973381873624476E-15,6.024120302214635E-16,4.336764758540198E-16,6.383852619867229E-16
57231,5.888780482643015E-15,-1.3753180964710698E-16,6.501491858259763E-16,-1.1307048565745075E-15
58134,3.177971700230684E-16,1.6059968837998111E-16,1.3813191016149907E-16,1.3157914040426855E-16
59648,1.5650781965662649E-15,3.9396973649354224E-16,2.0509274420228336E-17,7.896001944123909E-16
60264,7.549425419700986E-16,-9.002141538421857E-18,-2.3353679919334696E-16,4.47773108952434E-16
63607,5.878663040063832E-16,3.5262243866158217E-17,3.3268649891330577E-16,-2.371392539739339E-16
1778,1.1956801398300428E-15,-2.0780357685982763E-16,-5.920763582260713E-16,-3.223086021002822E-16
4076,4.684673397460593E-15,9.06775406159739E-16,-6.372285275249876E-16,1.0673906757799953E-15
5083,1.1267036853857503E-15,4.742571970127856E-16,3.49086432804892E-16,-3.4697755516461976E-16
6844,2.225430614310517E-15,-1.0566117444207062E-15,-1.0236007334535017E-15,-1.0709263210802323E-16
7728,1.6255204152979774E-15,2.0672212652383529E-16,7.77340206741504E-16,4.381554576473036E-16
13076,4.5283374092720165E-15,-9.941901076364637E-16,1.1084335456561756E-15,8.608826603034277E-17
15306,1.7575779781704221E-15,5.400757709880992E-17,7.561106592704102E-16,5.745684091709745E-16
18318,1.150887019437167E-15,-4.3558732913304357E-16,-1.8470636251238814E-16,3.887640061291491E-16
26880,4.333589430729541E-15,5.640755093301162E-16,-9.437470738835503E-16,-9.828769844022667E-16
29804,2.4144644731820008E-15,7.338618927724124E-16,1.0127870728490583E-16,9.032292869578092E-16
35630,5.194834913191593E-16,2.087107176143245E-16,-3.104172900136206E-16,1.561284770135087E-17
37152,1.3400485305455242E-15,1.2865655944528872E-16,2.9009908582808376E-17,7.644189353171629E-16
42307,1.56971378454235E-15,4.643076925258115E-16,4.52289317823513E-16,-6.278478044924002E-16
45098,2.0591959665728703E-15,1.0929229746532227E-16,-9.683745776705564E-16,-3.8796971677590213E-16
46527,5.43153695635552E-16,2.633564807021925E-16,2.699052066690326E-16,-9.798626148509637E-17
54086,4.976953837653942E-16,2.4845357532145167E-16,2.1921826992326262E-16,-1.3032669853331817E-16
56314,6.786910231832092E-16,-4.478053738665837E-16,-1.1008482574565637E-16,7.716788311421037E-17
57022,1.2762825845870306E-15,1.5486895539550794E-17,5.97236906405316E-16,4.867886925499772E-16
58379,6.5089769751920396E-15,2.462809514571028E-16,1.257827129964504E-15,4.87257337575932E-16
61760,4.115432515226246E-15,9.646795678794232E-16,9.48636093589542E-16,2.809519218067368E-16
1824,5.586239779551508E-17,1.271001547097609E-17,3.9095256858220935E-17,3.424055542178452E-17
3118,1.1429292497307106E-15,-1.124202932219462E-16,2.850097690629448E-16,6.167589937189464E-16
5939,7.645001997765286E-15,6.329070437958248E-16,4.709144624882512E-16,3.070600214022527E-16
11219,4.875116344775597E-15,5.510186504554203E-16,-1.076359430780503E-15,1.1096138922027748E-15
25923,8.991353763652544E-16,2.1908742798747004E-16,3.852734066387215E-18,5.127417525892699E-16
26593,4.040292418195196E-15,2.0429256212648624E-16,-1.4706005119396313E-16,-1.4825185753089964E-15
29681,2.754145789815724E-15,-7.804421256156551E-16,7.608317941730803E-16,-4.780458890824309E-16
