id,gforce,gx,gy,gz
3795,5.788063621377805E-15,8.203045639300592E-16,-3.035138996133485E-17,-1.1780205582931447E-15
5707,6.566420384293281E-15,-4.0009504730468715E-16,-1.2269542446776972E-15,7.150562797045424E-17
20101,1.2234795821248467E-15,-2.8063286642508986E-16,5.98690628650004E-16,-3.3140698216683514E-16
22572,1.4120526477296491E-16,3.293397053989685E-17,-1.1355307064028847E-16,2.875975029728984E-17
24111,4.382668376092624E-15,-1.4357626543871829E-15,-3.595373252474547E-16,4.444926694112418E-17
26052,5.788287688538027E-15,-1.0507957678514056E-15,-8.871575338922287E-16,-5.567993826971038E-16
26079,4.842972658105504E-15,1.3004147141125677E-15,8.670803504081994E-17,-8.709654605886599E-16
27565,5.750448335448195E-15,-2.633997174143127E-16,-5.700224934742796E-16,1.5727471958960094E-15
31204,6.919039689111798E-16,-1.2174664693930453E-16,4.264062467067615E-16,-1.2139775246038574E-16
33650,4.557802177936161E-16,-3.2010040873038876E-16,-3.082248478985892E-17,-2.0035727144271418E-17
37922,1.293675338564368E-15,9.045332606934468E-17,7.703482116265681E-16,3.59844703927019E-17
47109,5.4758219988439E-15,-1.1790451141311137E-15,-1.0945453949448175E-16,8.351711826681538E-16
51758,4.3030128773234414E-15,-9.590351569192875E-16,4.592893391016331E-16,-1.1046209905692162E-15
51899,3.9069742472901695E-16,-2.84500944135736E-16,-7.197150665671097E-17,1.2263826139899136E-17
54543,2.3409017465922687E-16,-1.0416575224561575E-16,1.1480093694801116E-16,-1.1248042513246092E-16
56856,2.2422378780659544E-15,5.373425639389987E-16,-9.011097187058581E-16,-6.49869897740106E-17
289,2.5449384757543496E-15,8.5252189327758695E-16,-9.24673464789754E-17,-8.523132451511229E-16
1818,1.326546644791252E-15,-1.1141160832572672E-17,5.499665862271653E-16,5.462428603808178E-16
2525,8.983088984530507E-16,4.272718582715444E-16,-1.377361964650364E-17,-3.698387374445074E-16
13804,1.6351817925385743E-15,7.453986155133554E-16,3.428495900326407E-16,3.590896818041654E-16
25184,9.436831319751212E-16,4.615252005869254E-16,-2.5211542644445567E-16,9.190500253964058E-17
43017,6.579977821551935E-16,2.0099729785299418E-16,8.384458637272573E-17,3.953463389994048E-16
46826,8.661558107572415E-16,-1.1842230745667215E-18,5.464614972852572E-16,1.2549021355308284E-16
48169,2.9492488255535786E-15,-1.0323726701376355E-15,5.554308473389658E-16,-5.908831269558062E-16
48336,5.09511621411058E-15,-8.093379399361445E-16,9.030955735836401E-16,8.8598098643544845E-16
59613,2.2705939720857034E-15,-1.0288573168359071E-15,4.275949973688544E-16,1.007094928257303E-16
60551,4.841602813781737E-16,1.9153117663092492E-16,2.4612223347411827E-16,1.5351598517463178E-16
62086,1.7858641453859492E-15,-2.6433048900109268E-17,-9.420203772997394E-16,-1.449778776506488E-16
2545,1.0559625942921613E-16,-4.8021192422278246E-17,8.252881929951826E-17,-1.210288327323321E-17
7538,5.666094993385758E-15,-1.8246893207175338E-17,1.3450174113975943E-15,-2.3004371789574794E-17
10257,4.4318641079665644E-16,-2.7341271123262025E-16,1.6491668375508348E-16,-4.186485388791474E-18
14188,3.194779511878594E-15,-9.210729431659115E-16,2.8952869947328707E-16,-9.574088646582188E-16
21647,1.5686294085878505E-16,-6.275345236992581E-17,8.123899943570055E-17,8.578792054501368E-17
22605,5.953495347088092E-16,3.7744836258135162E-16,-1.1730943054475042E-16,-1.3424764872825324E-16
23440,5.453342747045888E-16,-1.4586372250463312E-16,-2.814160546345406E-16,1.773385320789444E-16
31281,1.477855588292911E-16,-1.275173713631938E-16,1.1901907889488945E-17,-4.955297523857385E-18
34710,8.469868646033645E-16,1.2772509337843175E-16,-2.2919475019738854E-16,4.928604549924727E-16
40829,6.567107347867088E-15,-1.7655844945280588E-16,1.2240371907936193E-15,-5.040443120567672E-16
43004,5.679674221622502E-16,-1.9010019946637044E-16,-4.124439738501205E-18,3.5858469217560496E-16
43099,4.12116612357043E-15,7.1009645015129375E-16,7.723246667933191E-16,1.008661898016157E-15
43462,3.0786377536991113E-16,1.35941193772914E-16,-6.352665572900306E-17,-1.8322161547657802E-16
49226,1.9181645448617474E-15,7.81138715201458E-16,3.83508568626263E-16,5.108819610751569E-16
49771,4.842455134061113E-16,-1.7602639644277626E-16,7.343022399292394E-18,3.095345301714064E-16
56103,5.24445121854514E-15,9.175257594678568E-16,-3.6153082726143705E-16,1.243367596532503E-15
3839,1.2461512907705493E-16,-5.444713193127526E-19,9.356805892596547E-17,-5.808848092041917E-17
11566,4.207830542996536E-15,1.0913861079775868E-16,1.404092400132401E-15,3.862410947785695E-17
11775,4.001848364243537E-16,-2.537870264218393E-16,1.0591983161088866E-16,-1.0801984948261106E-16
15112,2.6781610976320234E-16,-4.929446713119553E-18,-1.1781326087259742E-16,1.7899091778341022E-16
18577,3.686007878820327E-16,2.6627546694518746E-16,-4.4921594892983895E-17,-3.3923877826174475E-17
19295,4.1212975573105994E-15,-9.750743221803438E-16,-1.1488100968238443E-15,9.178100854669389E-17
20372,2.157615767339939E-15,9.193068600750892E-16,-2.1971274798183649E-16,-4.450521006398569E-16
21388,1.5799131923149404E-16,-7.955974000671164E-17,-3.079841473673194E-17,-8.957576340512963E-17
21524,2.605656682821166E-15,7.370487343265243E-16,-1.2173568740705492E-16,9.131254387175736E-16
24331,2.6595515973958563E-15,1.7296826195159118E-15,5.489369635704646E-16,-6.28105581656966E-16
27989,8.928885814614779E-16,-5.417980350040678E-16,7.316763857669567E-17,-1.7653071705652865E-16
31440,5.096234988565293E-16,-2.0361463098847528E-16,-2.340983329272265E-16,1.7576851869936693E-16
31931,7.147599845482073E-17,4.720074928236595E-18,6.617419321777652E-17,-1.196347303959756E-17
32755,5.938562040871207E-16,1.677427048577416E-17,-2.6755210641067977E-16,-2.816903758975555E-16
36770,1.2666983245378176E-15,2.8225851468565663E-16,-6.277448933535554E-16,2.703191779752911E-16
46753,2.1459228070005948E-16,-6.18020585220973E-17,1.5070915329784913E-16,7.380449850862903E-17
859,3.468340407084054E-16,8.040790709939303E-17,-1.9871590994317246E-16,-1.5262220255285112E-16
4365,5.365464971050273E-15,-5.19463319765733E-16,-8.864618536278588E-17,-1.4030029519596172E-15
6252,9.869052803621204E-16,5.735449239964293E-17,-3.764101676822138E-16,4.764834315953405E-16
13001,7.575431814847358E-16,2.5402671906740906E-17,-4.191241040602966E-18,-5.067980876697561E-16
16878,1.4381192056437485E-15,-7.447580384182736E-18,8.275568042603932E-16,-4.494778094363342E-17
23165,1.6020461842176483E-15,-6.034361222627917E-16,-3.251329973151734E-17,6.26403767075712E-16
