id,gforce,gx,gy,gz
56443,1.818064324894882E-16,-6.485990740568433E-17,5.555519185827897E-17,-1.276928466130377E-16
57693,9.263890919085423E-16,-5.505603606543968E-16,6.50952158727376E-17,9.028671954679558E-17
58294,3.6016801355775554E-16,2.2685607782944806E-17,-1.67840958912009E-16,-1.85957892607163E-16
1250,6.791775107336095E-15,-1.3689884929009487E-15,5.011674691734339E-16,-2.5266973973252617E-17
1384,3.2012101793662707E-15,-8.105286439781288E-16,-8.372154668556564E-16,-6.792873744500293E-16
1809,1.0467121045807047E-15,-3.8818507157733734E-16,6.49429086723408E-17,-4.885561066623153E-16
2383,5.307959084819121E-16,1.0156098059868089E-16,1.5385635583299623E-16,-3.2417564529704165E-16
6171,2.0874612822786172E-15,-5.271871606524532E-17,-6.100703157757893E-16,8.889093692635479E-16
11405,3.3711907412189326E-15,-4.2958985276767783E-16,1.2619440716121655E-15,2.190675881796399E-16
19065,1.1764730305143008E-15,1.1729548920178414E-16,6.420323952914232E-16,-2.7627719026373295E-16
20043,1.704248065040654E-15,5.144441115893832E-16,6.882378331684294E-16,-3.4839358130544284E-16
25391,2.913516193361164E-15,5.63515585185018E-16,-2.9971214525320424E-16,1.1144672012456142E-15
25673,8.398241901473396E-16,3.473791402599406E-16,1.0001205496593092E-18,-4.184998036804457E-16
27760,2.551319605696935E-15,-9.547382089395358E-16,2.95762790900634E-16,-6.354462553524442E-16
29687,7.419472152670387E-15,6.011291302555536E-16,6.095628581900017E-16,7.40292649156371E-16
33160,3.5159238730616497E-16,1.5822264177592087E-16,2.0828025831937945E-16,-7.407834475718431E-17
40458,1.4326621194083783E-15,-5.105380129366781E-16,-4.0331542656520683E-16,-3.196106302286911E-16
42093,3.74542411996887E-15,1.1631498513302609E-15,-5.527496409557903E-16,5.459324936033463E-16
51706,3.822915689411021E-15,-1.112242826333761E-16,-1.1015492170586553E-15,-8.682712548275969E-16
52798,4.733667372827001E-16,-2.354135243850928E-16,-2.4888733627247216E-16,-7.445475198218468E-17
58925,2.5639999147257737E-15,5.715142151494216E-16,-5.721210289138654E-16,9.33164925623598E-16
59808,8.383136168436662E-15,-2.90355533874838E-17,-2.7862331795583664E-16,3.6266574605003713E-16
62044,4.3595382511658624E-15,1.1500834425438965E-15,9.973548350136389E-16,-2.5524370203505855E-16
8003,7.726250551207065E-15,-6.708782188001122E-16,3.009858664113917E-16,1.6695017742195984E-16
9767,2.069639049594438E-15,-3.88085667993667E-16,-4.287973626276011E-16,8.114653869018217E-16
12393,5.33978540616348E-16,-1.9121371181998177E-17,-3.262392023832204E-16,-1.7065831937274423E-16
15470,3.7680681160228845E-16,-1.798871541238882E-16,1.988741648424554E-16,4.658041117323898E-17
17953,1.7567991457024921E-15,-2.7037576468614113E-16,-1.8289141958738267E-16,-9.043242082053654E-16
29270,2.9706129334176947E-15,-3.1180406690164075E-17,1.2163720418393889E-15,3.501973777477587E-16
32528,4.433192546305266E-15,3.1108719211503016E-17,-1.199562322714887E-15,-5.431799003994288E-16
52255,4.379977493922933E-15,9.519853374316183E-16,-7.786398021499059E-17,1.1991094259654265E-15
55024,8.081126314761621E-16,2.9681028977107777E-16,4.311217381518221E-16,-6.80220029312885E-17
58386,1.547160529597417E-15,5.419405659227587E-16,-2.546938324208903E-16,5.605449715881535E-16
61340,4.452748773882227E-16,2.8832934550004607E-16,1.3924926989888909E-16,4.638940743136919E-17
63516,1.1739981940606588E-15,3.1960830624636595E-16,-6.141560629935831E-16,-2.0742443026049513E-17
2810,3.2606649885413036E-16,1.654765910249522E-16,-1.8455832378027938E-16,-3.196052804400011E-17
4683,3.2245251691189757E-16,1.8896073077295694E-16,-1.3951264840570066E-16,-5.2407796995244176E-17
5024,2.2808941282676724E-15,-4.110435278338138E-16,-8.691855862556721E-16,-6.418761238281114E-16
6828,5.226157470946237E-15,8.618322768477963E-16,2.3246209067937377E-16,1.1912906680233991E-15
8053,5.41273609530905E-16,-2.444420611578986E-16,2.820039047208702E-16,7.791540137105854E-17
11980,7.349056935450473E-16,-3.45509073169801E-16,6.82091675546455E-17,3.5208033587782606E-16
13267,1.3459526751189833E-15,4.1556318322801257E-16,6.471992613502716E-16,-8.031791099550144E-18
16471,3.3481192822646917E-15,-1.0869105988366487E-15,-2.808524870804014E-16,-8.610570237054323E-16
19486,5.275025625791052E-15,-5.52732393582029E-16,8.0198601345602E-16,-1.3979367856529127E-15
21985,1.1354596028265695E-15,-2.925634596506616E-16,-5.168755238155834E-16,3.345151761909432E-16
26219,3.633325320607481E-15,5.042844008110087E-16,-7.211346169870342E-16,-1.1763637165306658E-15
27429,1.6001901640754584E-16,-7.629076867912538E-17,9.698022255143341E-17,-5.697461620782805E-17
34419,8.499404300884072E-16,-1.4563925109966186E-17,2.3165691915744066E-16,-4.925883034763415E-16
36447,1.6120413922463698E-16,1.3612180046064783E-16,-2.8035676650881866E-17,-1.650573602585347E-17
36723,6.20203005008207E-15,-8.048795187968881E-16,9.616068854310184E-16,1.4944378676232965E-15
37780,2.3091215225323804E-16,-1.5813847923932694E-16,-3.9671876243020005E-17,-9.764672720382019E-17
44630,1.3604644944539282E-15,-1.7105139059976607E-16,-4.648534890104841E-16,6.240315738941864E-16
45921,1.605580003858445E-15,-1.5899796499170076E-16,-7.362278891815984E-16,-4.965968840665618E-16
48234,1.387266630889671E-15,4.090105382531252E-17,4.3520914272217314E-16,5.878320877184044E-16
51121,2.1683584363453714E-15,-8.3413779382971645E-16,2.0928171308690355E-16,5.90527225227625E-16
54774,7.046787938345114E-15,1.2479726218553178E-15,-6.406782954304047E-16,3.334261588690578E-17
60231,1.1665302622626136E-15,4.2272016091431155E-16,4.657287137958176E-16,2.861692768564468E-16
60796,5.53668894656122E-16,4.912755060751397E-18,3.6919061090372204E-16,-1.166074540741385E-16
61166,1.4967015588369028E-15,-4.941147321808908E-16,-2.7472430485909255E-16,-6.602991615501459E-16
61582,3.875822108727779E-16,-1.2819197806294818E-16,-2.3030186465317836E-16,-1.262587549249658E-16
296,4.834282391338399E-15,-4.68412609930326E-16,1.3605067330096245E-15,1.3088053815196854E-17
2193,2.0566877686855064E-16,-1.048340353766122E-16,1.1223780250242013E-16,7.717329044184367E-17
5936,3.9513242740363046E-16,7.47080494215699E-17,-3.592481916909068E-17,-2.732210633112405E-16
6883,3.57774239210522E-15,-1.2444426718346008E-15,5.504860805354491E-16,-3.7619962906940337E-16
11290,2.543963825455149E-15,-3.8523081300826777E-16,9.040350817653608E-16,-5.878949776340962E-16
12198,6.389644115421154E-16,3.5719427512689657E-16,2.1245057455406383E-16,4.7583195489932096E-18
12753,9.652874495947537E-16,3.3322095741394646E-16,-5.034919894103257E-16,-9.863563906357928E-17
15312,2.2857286799178453E-16,-1.4371267760012371E-16,3.824394900560782E-17,-1.1450881122757288E-16
15827,1.2432702519402909E-15,-8.897131952530729E-17,-3.221148397660692E-16,6.658226417677104E-16
33500,5.851185988106003E-15,-1.3119084783084737E-15,-5.418070511066627E-16,2.41602223094809E-16
39066,9.468568524546901E-16,4.854924028591219E-16,6.505043119452619E-18,3.135696159275904E-16
39608,9.751903922097869E-16,1.4491426637189066E-16,-1.7734516392902764E-16,-5.762041574334167E-16
51516,5.605970467038919E-16,3.547265573191065E-16,1.245496041833475E-17,1.693600821841373E-16
53639,1.1093720012024017E-15,-5.525209403636205E-16,2.89816427228748E-16,-1.5241814068912523E-16
58583,1.717877933577586E-15,-5.21002154416724E-16,-4.084657388543018E-16,-7.272476230655103E-16
62732,1.130049403083339E-16,-5.2190183615330425E-17,-8.284295923515315E-17,-2.838944982882389E-17
1376,1.1886120206283254E-16,9.243683045030471E-17,2.7739161562362814E-17,4.5698320915269477E-17
3639,2.183921983322626E-15,7.528968113674345E-16,-7.523975412965824E-16,-3.5310881654005454E-16
4283,3.853104302197708E-15,5.762189675469337E-16,-5.630478182180984E-16,1.2498729706340929E-15
4339,1.292370417135489E-15,1.5340495259414898E-16,4.974293606088345E-16,5.42046164123758E-16
14563,1.3497274339133672E-15,6.23086171151732E-16,-1.883439637997274E-16,2.9088838341561495E-16
16080,7.257158566505495E-16,-3.777407368832128E-16,9.859326951836464E-19,-2.887270691224851E-16
20178,1.177274474008714E-15,-5.663521853725637E-16,-5.358207115804799E-17,4.488162452851343E-16
20659,4.161656564774575E-15,4.4013575871579205E-16,1.1698025084201547E-15,5.632624065372569E-16
22700,1.4933485648330772E-15,3.3049969942626715E-17,-5.702060433688003E-16,-6.018850456865704E-16
25388,3.9825763889800194E-15,-1.149739501546832E-15,-7.670258940652126E-16,7.131257825747416E-16
26429,6.631076339108283E-16,1.9822445884145539E-16,1.5768410424629622E-16,-3.5997925291111375E-16
27779,7.878174144449452E-16,-2.0323547675006107E-16,1.2597062764071747E-16,-4.544080648556502E-16
33092,7.457260217096E-15,-6.07375828902839E-16,2.2415701915966175E-16,-9.670536207510354E-16
44524,1.0402178350743868E-15,-6.566697015236814E-17,5.308415433977521E-16,3.740756240943147E-16
46292,1.2864990140545165E-16,8.077907284118008E-17,-2.3451098630731926E-17,7.697061749428281E-17
814,1.9349754019049612E-16,-1.0640922533435578E-18,-1.4831523054068978E-16,-6.891732270704154E-17
3329,4.11971861151665E-15,-1.2511847797082272E-15,-2.6722272898289667E-16,5.453813111322185E-16
4700,3.2430677168602587E-15,9.656092881753244E-16,4.286284468939607E-17,9.646074611826535E-16
5897,5.1014227029466805E-15,-7.733335288985613E-16,-1.3504065925594898E-15,2.4503920633009096E-16
6765,8.303768324643003E-16,4.797132383304091E-16,4.6031209898824956E-17,-2.434777682018559E-16
7011,1.6930819926548452E-16,-1.3081709635325953E-16,-1.8942106085182917E-17,5.928179935285997E-17
12775,2.9774341729362614E-15,4.299892278448209E-16,-7.109620230755097E-17,1.1681654756126996E-15
13362,7.982809830959234E-15,-1.630789255769455E-16,6.028652981948766E-16,-2.0185959184969447E-16
20714,5.267960769333503E-15,-1.3606728805716993E-15,3.7074912700815816E-17,-1.1056698987191937E-16
23611,1.783188821277174E-15,-8.104228115687821E-17,-9.187333741298263E-16,1.6710473131797334E-16
33426,2.423133520516244E-15,4.099870453415108E-17,7.7950219236297E-17,1.1533249898055295E-15
33716,3.047935212571E-16,2.315982579993148E-16,2.4675892616638972E-17,-5.485711983335349E-17
39955,2.7297903560818266E-15,8.880973345517565E-16,6.971069563868946E-16,-4.316379415602124E-16
41560,3.87050828202959E-15,6.210934489216816E-17,1.2765792045926905E-15,5.131839838320622E-16
48329,4.268754099751472E-16,8.853237140432685E-17,-2.6622502383733006E-16,-1.3826281254586513E-16
49382,7.403049587907864E-16,-2.990539558182201E-16,-2.5017457878747385E-16,-3.0047406396718153E-16
51718,8.916447194414361E-17,-5.952356572370365E-17,-4.1488582439382923E-17,-3.9357965659251696E-17
58318,1.3474122215954018E-16,7.398527596380406E-17,9.11114060165283E-17,1.8153390512974133E-17
58462,1.4337203089959644E-15,-1.9011301138469398E-16,-8.485558318936042E-17,-7.776135970071023E-16
2617,3.934906264700467E-15,-2.1709709644242318E-15,-7.47950804040547E-16,-1.409102883608069E-16
4180,1.5288952168906821E-16,-9.145253848502826E-17,3.7673104813225754E-17,8.921324542664802E-17
7766,4.851100391263597E-15,2.6100298537335673E-16,-9.84656482428029E-17,-1.4300400768309182E-15
11975,4.199145350531075E-16,-2.677382962885999E-16,1.9246639594297908E-17,1.6379405874413122E-16
17309,4.463196652683623E-15,-1.5002742364590661E-15,2.8806033175964293E-16,-1.8067658642223475E-16
17387,7.195297009254768E-16,-4.689982950443283E-16,-1.0073158118482642E-16,8.875056183925719E-17
25858,5.782492772232904E-15,9.58085628972802E-16,5.251085972728422E-16,-1.0826818414034308E-15
27483,4.664565154448891E-15,-6.557997593162221E-16,1.1312653938959945E-15,8.706849347455124E-16
33798,3.6279140442044546E-16,-3.311622535147181E-17,1.7385204224997947E-16,2.103086433388235E-16
33807,1.6885731385026544E-15,-7.140557973753321E-17,-7.856138021419777E-16,4.408015645811585E-16
35284,6.624904600200723E-16,2.9322253373139486E-16,3.1520124015988253E-16,-1.2592842812537581E-16
63502,6.38445190182041E-16,3.2611456522586286E-16,2.991951486880618E-16,1.3978013279010764E-17
1363,3.501697387943162E-16,3.860954664971294E-17,1.7731429840906134E-17,-2.643964708919015E-16
4779,1.4706926225476308E-15,7.657616008102246E-16,-3.121527149415683E-16,-3.723240406152386E-17
4788,5.4465698509766205E-15,7.722677614288138E-16,7.58877387861708E-16,9.671843147007711E-16
21419,4.277572222884073E-15,1.0608668836560453E-15,9.388192738531217E-16,4.990633057291767E-16
28147,3.901000450859292E-15,2.1990677347014984E-16,8.099183937130817E-16,-1.1930896252991164E-15
32937,6.111527123180812E-16,-1.931251733278376E-16,-1.7573648096875113E-16,-3.1088987211107933E-16
40615,2.6746954458011473E-15,3.260832880463491E-16,-1.0134149233257068E-15,5.050061681364871E-16
46811,2.6188773853934118E-15,5.889311673885856E-16,-2.155880002990675E-16,-9.890324112336278E-16
54751,8.634856347742862E-15,1.4994509813976976E-16,2.2610454608744386E-16,6.26484349912559E-18
56472,3.5280163823787185E-15,-1.3220440171405283E-15,2.0115213392992696E-16,5.285431975187019E-16
59286,8.850965685174177E-17,8.084103891670007E-17,1.2251077193528569E-18,-1.4531496538931992E-17
3455,3.4852816884437583E-15,-8.270933108882095E-16,-1.6931363591657815E-16,1.101144878355004E-15
3788,3.943443418386774E-16,2.811555693718116E-16,-7.83395181577513E-17,-4.609850562811933E-17
32048,2.8163673933807344E-16,-1.9800388248041456E-16,7.282915021232882E-17,-1.9117618390857814E-17
36355,2.142243060771431E-15,-6.825315115918114E-16,-7.710085259369492E-16,3.144825041768692E-16
39643,6.889776405918185E-16,1.7076494545802093E-17,2.714781185362543E-16,-3.748277045212811E-16
44265,9.845403439048507E-17,5.1726830566340656E-17,7.32448348778019E-17,7.765957043884783E-18
58807,3.720814958724743E-16,-1.408945286150027E-16,7.627667051438044E-17,-2.2349577316980513E-16
5374,6.521542884129008E-16,-4.3495912328769357E-16,8.137541377752297E-17,6.606869173220576E-17
24283,1.4361111189946557E-15,-6.856101081907187E-16,-2.1647524863148695E-16,-4.444663092487283E-16
24333,2.0912284550275097E-15,2.914581380342041E-16,3.3768686202300046E-16,9.822683641524445E-16
25293,1.6550036981015637E-16,-4.694034525194082E-17,-1.230025560854111E-17,-1.31207813119552E-16
32197,2.7849871883640575E-15,1.0652373968000769E-15,5.484775084882398E-16,2.7465012382397742E-17
46990,4.562092592014736E-15,-1.2060039296960988E-15,-5.872846032614485E-16,9.191648804434744E-18
63183,1.2252336058254654E-16,-1.0157405279393923E-16,3.086916714104896E-17,-2.6430125388680736E-17
3248,1.1603815560575275E-15,5.61048014578371E-16,2.6705878578050565E-16,2.569340025207785E-16
5000,1.7573292600605942E-15,2.922780932616839E-16,-2.7723282659165596E-16,8.439416904479627E-16
8499,4.034301508514703E-16,2.0936447066484922E-17,-2.1019315099602775E-16,-1.9524679946598695E-16
12145,1.3370993451503842E-15,6.95679686328999E-16,-1.716200446611794E-16,2.640223408845367E-16
13646,3.237434926466234E-15,-4.533948085907263E-16,2.631737924536798E-17,-1.3288187204881592E-15
15931,7.466674049517166E-17,-6.465674429929579E-17,-2.7147149486260815E-17,2.8870505631816084E-18
17166,4.883742174427767E-16,-2.5907743219240837E-16,-1.924589520211708E-16,-1.4360731121257086E-16
23794,7.188420972328149E-15,-8.131981132883876E-17,6.98591806754339E-17,-1.1816147372969914E-15
24099,8.77308548518281E-16,-6.70391405589237E-17,4.0513178888145066E-16,-3.878781593366646E-16
33363,3.0281711429602323E-15,4.1307177697564854E-16,-8.28765616090914E-16,-9.692701178292576E-16
36011,7.886590771694547E-15,8.828580852396111E-16,-1.1772121940904687E-15,5.443978183914154E-16
36362,1.6984410272123517E-16,1.0205189427449807E-16,-9.636702063836025E-17,-3.573212882418088E-17
43181,5.72675972636566E-15,1.2989829617196798E-15,-5.486589608281372E-17,-6.261328361676645E-16
