id,gforce,gx,gy,gz
4219,1.9714820350753281E-16,9.573735718142555E-17,9.174442955627344E-17,-1.0040697428438321E-16
23499,1.7952910875687605E-15,5.279978468254906E-16,-2.792182763170855E-16,7.048770383805709E-16
24599,1.1952578691201357E-15,-2.0670810783596884E-16,-5.779598018909256E-16,-3.6594916677898267E-16
31854,7.666112247660256E-15,3.379410636979632E-16,-7.56517654860186E-16,6.847873334342038E-16
33249,4.966828886837783E-16,-1.530459005874035E-16,-8.832800264562142E-17,-2.966646817990818E-16
38845,4.580521896138E-15,-1.276358536086477E-15,5.565720563432517E-16,-6.473129826751289E-16
39376,3.2655831432395093E-15,5.195594663503749E-16,9.306685580753147E-16,-8.298291706990363E-16
42643,7.609075389194897E-16,-3.892057051306123E-16,-2.8851062251764713E-16,1.0907862821408226E-16
48400,1.2647388205810137E-15,6.517182337246571E-16,-2.6471410199958014E-16,1.47242454381018E-16
55384,2.4649610951088103E-15,-6.786210706561181E-16,-3.0291856490331604E-16,9.371651698185889E-16
59947,1.6595919686541882E-15,-7.39870809105593E-16,4.74102471148925E-16,-2.257407549850463E-16
575,1.5333081854271776E-15,6.37153318902385E-16,-2.412829064934561E-16,5.565031163352739E-16
4517,4.668163429318736E-15,6.770970164569693E-16,-8.482838224301278E-16,-9.889791950455466E-16
7427,4.708442813466268E-15,2.0584133258869085E-15,-3.403974763985984E-16,-1.1229223850195137E-15
8671,1.3932996273375247E-15,2.928911059259044E-16,-4.405912368220837E-17,7.272425939496383E-16
9166,4.5458037398969495E-15,-1.0077881368998152E-15,9.225962562201798E-16,1.1054068928679329E-16
21404,4.813193365036089E-16,1.8135462213327746E-16,2.952441541000961E-16,4.102227723218778E-17
23478,2.9082293498087463E-16,-1.6341087145332948E-16,1.615813070712003E-16,-4.644589847713476E-18
23937,3.730672623085996E-16,-1.9817661742768356E-16,1.0422970287190461E-16,1.6456287105563516E-16
26995,2.4472300328148605E-16,1.89182818957783E-16,3.7684418277180337E-17,-4.815700876438444E-17
28774,6.773181928369786E-16,-3.0397604011084194E-16,6.850808550968266E-18,-3.493486231123546E-16
31476,3.159289343688048E-16,-2.2458826605802876E-16,-8.708718461308202E-17,5.968278294980036E-17
32125,8.60891368402419E-16,-5.2810420352824585E-16,1.297699021347631E-16,-1.6405914347588501E-16
33554,4.804155676639155E-16,2.0875414503378113E-16,1.0973842237823832E-16,-2.503503047860607E-16
44950,1.7411965483093823E-15,5.69575726687978E-17,9.411491464617234E-16,7.076589215266583E-17
47593,1.3324429545272294E-15,-3.758231850982908E-17,7.696626321717301E-16,-1.5371182984722947E-16
52680,4.694989568738031E-15,-1.2843854542518962E-15,-4.2194365611874833E-16,8.823861225935366E-16
54117,3.65680612146261E-16,1.257801254544928E-16,1.9520434256078297E-16,-1.3024287818470025E-16
63494,3.301607204489105E-15,6.679249037651094E-16,-2.232678826912968E-16,-1.161093167695155E-15
15573,2.989756723002205E-16,-1.8844229299546368E-16,-8.735261469048397E-17,-1.0776437422670888E-16
