id,x,y,z,vx,vy,vz,m
1,1.9985683186260902E-9,2.957289848123572E-9,0.0,9.528228826721766E-11,1.994016888558098E-9,0.0,0.999999999
2,-0.9985683166275178,0.09371015483371542,0.0,-0.09528228817193182,-0.9940168865640809,0.0,1.0E-9
