id,x,y,z,vx,vy,vz,m
1,1.3244868365101916E-9,9.541008104357018E-10,0.0,9.46421097915756E-10,1.322924834969317E-9,0.0,0.999999999
2,-0.32448683518570304,0.9468991905183993,0.0,-0.9464210969693342,-0.32292483364639457,0.0,1.0E-9
