id,x,y,z,vx,vy,vz,m
1,1.1715702321099637E-9,5.525170491358865E-9,0.0,-9.851727003043645E-10,1.1715703175509034E-9,0.0,0.999999999
2,-0.1715702309383919,-0.9851704858336974,0.0,0.9851726993191922,-0.17157031637933662,0.0,1.0E-9
