id,x,y,z,vx,vy,vz,m,t
2,0.5130965724034068,0.1508846210390299,0.0,-0.33854916417359515,0.2512539044475504,0.0,0.4,0.5300000000000002
1,-0.34206438160227104,-0.10058974735935326,0.0,0.22569944278239676,-0.16750260296503366,0.0,0.6,0.5300000000000002
