id,x,y,z,vx,vy,vz,m,t
2,0.39855417196565335,0.20658589445167852,0.0,-0.5522375310521851,0.16538135381815208,0.0,0.4,0.7900000000000005
1,-0.2657027813104355,-0.1377239296344524,0.0,0.36815835403478986,-0.11025423587876802,0.0,0.6,0.7900000000000005
