id,x,y,z,vx,vy,vz,m
1,5.553301790455824E-10,2.14305495567909E-10,0.0,8.956945352503468E-10,5.553303168664043E-10,0.0,0.999999999
2,0.4446698215097484,0.8956945046463965,0.0,-0.895694534354652,0.4446696836889263,0.0,1.0E-9
