id,x,y,z,vx,vy,vz,m
1,0.428706,-0.185939,-0.608849,-0.548674,-0.245044,-0.260719,0.000244141
2,-0.518358,0.465706,-0.137454,-0.389601,-0.22546,0.407706,0.000244141
3,0.321864,-0.217716,-0.744039,0.184766,0.390345,-0.398773,0.000244141
4,-0.0525883,-0.264406,-0.324954,0.950812,0.076374,-0.525446,0.000244141
5,-0.245029,-0.197613,-0.187143,-0.786527,-0.439435,0.225857,0.000244141
6,1.12328,0.136024,-0.57383,-0.0302893,-0.20603,0.402022,0.000244141
7,0.00776544,0.0185482,-0.00912586,-0.232617,0.532285,0.785265,0.000244141
8,0.539189,0.137775,0.178069,-0.436028,0.147747,0.343681,0.000244141
9,0.518153,0.149632,0.30997,0.154897,0.606873,-0.302919,0.000244141
10,0.118139,0.27679,-0.354537,-0.5127,0.0635646,-0.0262094,0.000244141
11,0.590821,-0.537106,-0.452914,0.954178,0.25477,0.272371,0.000244141
12,-0.241237,-0.517796,-0.446752,-0.0958265,0.265977,-0.679226,0.000244141
13,0.316016,-0.253136,-0.728417,-0.0833265,-0.506796,0.670471,0.000244141
14,0.0740643,0.776701,0.727085,0.716086,0.462172,-0.0193619,0.000244141
15,-1.1062,-0.0235332,0.242742,0.396323,-0.441563,-0.213548,0.000244141
16,1.76327,-0.13731,1.62021,-0.182896,0.0487944,-0.00590169,0.000244141
17,-0.315449,0.0481875,-0.488378,-0.0740993,0.711311,-0.391712,0.000244141
18,-0.0453396,0.329315,-0.420879,0.065954,0.709605,-0.971506,0.000244141
19,0.27241,-0.830909,-0.143287,0.304845,-0.210831,0.642637,0.000244141
20,-0.232801,-0.109157,-0.385606,0.335717,-0.0326678,-0.0831553,0.000244141
21,0.14556,-0.475742,1.52524,-0.0791908,-0.709231,0.25864,0.000244141
22,-0.128609,0.452565,-0.550319,-0.126386,-0.567731,-0.163415,0.000244141
23,0.135619,-0.0400872,-0.300852,-1.16247,0.581569,0.251724,0.000244141
24,0.256214,0.465125,-0.0666827,0.236134,0.217735,-0.146227,0.000244141
25,-1.4484,0.330171,0.167411,0.179365,-0.345321,0.341395,0.000244141
26,0.22643,0.178527,-0.50295,0.0467515,0.0728114,0.682053,0.000244141
27,0.107661,0.268252,-0.0318249,-0.0495499,-0.0963521,-0.0238762,0.000244141
28,0.0566262,0.922426,-0.80428,-0.5273,-0.283917,0.0326687,0.000244141
29,-1.04981,1.31425,-0.330471,-0.187116,-0.05976,0.201105,0.000244141
30,0.308982,-0.29811,-0.531192,-0.50023,0.398932,-0.315712,0.000244141
31,-0.355333,-0.249456,-0.0848101,0.361244,0.388778,0.0835678,0.000244141
32,0.404105,0.0299203,0.00193863,-0.619733,0.141282,0.112409,0.000244141
33,-0.578174,0.560318,0.34147,0.411609,-0.115504,-0.995208,0.000244141
34,-0.0379056,0.161707,-0.426789,0.260811,-0.382342,-0.00320764,0.000244141
35,1.56436,-1.61376,-2.19237,0.179813,-0.265901,-0.0522829,0.000244141
36,-1.26239,2.11679,-1.33275,0.529314,0.0378289,0.227677,0.000244141
37,0.114563,-0.0265982,-0.311599,0.520779,-0.271248,-0.337922,0.000244141
38,-0.475271,0.0900691,-0.563069,0.0875977,0.542303,-0.416584,0.000244141
39,-0.452198,-0.516074,0.34946,-0.420564,-0.783839,-0.122592,0.000244141
40,0.738197,2.21692,-3.06684,0.310316,0.093903,-0.221326,0.000244141
41,-1.21057,-0.250864,-0.0968405,-0.296992,0.0867107,-0.530936,0.000244141
42,0.139024,-0.102006,0.161023,0.6086,-0.750085,0.151393,0.000244141
43,0.327646,0.0147456,-0.240795,0.144266,0.521806,-0.270297,0.000244141
44,0.0336156,0.285612,-0.275324,-0.237021,-0.455876,0.653605,0.000244141
45,-0.605253,-0.628704,-0.828334,-0.5951,-0.213668,0.15892,0.000244141
46,-0.493652,0.198207,-0.878104,-0.330932,0.607568,-0.890331,0.000244141
47,-0.186609,0.572455,0.0394976,0.805136,0.415526,-0.749546,0.000244141
48,0.975432,0.294877,0.326576,-0.292483,-0.0921927,-0.251158,0.000244141
49,0.336178,0.727512,-0.0461009,-0.0917769,0.826641,-0.0042805,0.000244141
50,0.336452,-0.108,0.547146,0.0887353,0.057241,0.538218,0.000244141
51,-0.131871,0.0637446,-0.00320242,-0.633427,0.579887,0.10127,0.000244141
52,1.75733,-0.78562,0.0706212,0.544125,-0.342545,0.522268,0.000244141
53,1.0588,0.267249,0.141513,0.271821,0.228236,0.805869,0.000244141
54,0.325059,-0.327946,-0.183823,0.233164,-0.407381,0.0804859,0.000244141
55,0.0654794,-0.621183,0.522696,-0.677207,0.263756,-0.63157,0.000244141
56,-0.289321,1.24731,-0.198091,0.529259,-0.167363,-0.209849,0.000244141
57,-0.0631911,0.7973,-0.325344,0.635275,-0.266053,0.669905,0.000244141
58,0.386642,-0.0982637,0.061823,0.788484,0.367342,0.241949,0.000244141
59,-0.753772,-0.0215344,-0.159783,0.2011,0.359431,0.280407,0.000244141
