id,x,y,z,vx,vy,vz,m
48,0.781827,0.264276,1.21037,-0.158302,-0.174414,0.332123,0.00195312
49,-0.134431,0.0514392,0.573479,0.44646,-0.25118,0.175299,0.00195312
50,0.818211,-0.762006,0.252683,0.10006,-0.164587,-0.0633219,0.00195312
51,-0.398055,0.225245,-0.546068,0.402413,-0.0415662,0.875614,0.00195312
52,-0.106358,-0.604917,-0.847258,-0.0132736,0.15494,0.500905,0.00195312
53,1.24446,-0.664922,0.00549896,-0.041775,-0.283993,0.258185,0.00195312
54,0.518957,0.867151,0.475753,-0.0456203,0.297787,0.00378317,0.00195312
55,0.697482,-0.838133,0.317131,0.0567186,0.655299,-0.565376,0.00195312
56,0.0497403,0.317434,-1.30466,-0.51721,-0.242545,0.316752,0.00195312
57,0.144194,0.282255,0.190072,-0.278791,0.236813,-0.363644,0.00195312
58,0.281768,0.479361,-1.30149,-0.651635,-0.279121,-0.138413,0.00195312
59,1.88919,1.51385,1.53026,-0.0333493,-0.136765,0.00885747,0.00195312
60,-0.22511,2.2452,0.246816,0.394811,-0.123898,-0.172566,0.00195312
61,-0.162746,0.149598,-0.308991,-0.300219,1.09448,-0.195456,0.00195312
62,0.861788,0.346428,-1.33973,0.034582,-0.0297365,0.341136,0.00195312
63,1.66038,-0.942373,0.836666,-0.0884857,-0.0233482,0.213209,0.00195312
64,1.27223,-0.0561135,3.67468,0.175865,0.0665333,0.0767696,0.00195312
65,0.270734,-0.633549,-0.690806,0.508315,0.0368496,0.518083,0.00195312
66,-1.73457,0.103125,-0.575179,0.112308,0.198538,0.252688,0.00195312
67,-0.586263,0.595969,-0.15454,0.824083,0.177645,0.0895704,0.00195312
68,-0.0515284,-0.0834662,-0.00592707,0.448069,0.629238,0.647648,0.00195312
69,-0.0367717,0.671669,0.494568,-0.762459,-0.669948,-0.00384311,0.00195312
70,-0.609524,0.106285,-0.203285,0.39821,-0.0840667,0.728979,0.00195312
71,0.334086,0.553848,0.0429055,0.848291,0.222834,0.312721,0.00195312
72,-0.219384,-0.0603902,-0.129513,-1.19052,-0.131055,0.327284,0.00195312
73,-0.762153,0.0593913,-0.160962,0.411552,0.122986,-0.194208,0.00195312
74,0.548193,-0.234596,0.192618,-0.120485,0.320875,0.627963,0.00195312
75,0.339057,0.303853,0.0518696,0.641445,-0.581382,-0.633153,0.00195312
76,-0.0276153,0.117084,-0.216527,0.00785213,0.354232,0.414519,0.00195312
77,-1.81317,0.5661,0.0921735,-0.0495212,0.0935537,0.352121,0.00195312
78,0.366374,0.0857001,-0.360695,0.555751,-0.0751781,0.0711668,0.00195312
79,-0.131051,0.0763156,-0.336822,0.00696778,0.694742,-0.357741,0.00195312
80,-0.127396,-0.693942,-0.484301,0.0522027,-0.0563675,-0.110076,0.00195312
81,0.321663,-0.514533,0.607855,-0.0782313,-0.593024,-0.073167,0.00195312
82,-0.746458,-0.419408,-0.10389,0.358222,-0.484558,0.027191,0.00195312
83,0.947893,0.33866,0.64039,-0.359928,-0.212163,0.352072,0.00195312
84,-0.253567,0.0342335,-0.401449,-0.362306,-0.784226,-0.103617,0.00195312
85,-0.0579397,-0.305927,0.378238,0.0403038,-0.0890077,0.608771,0.00195312
86,1.78703,-2.2343,0.250547,0.402374,0.106812,0.163746,0.00195312
87,0.204228,0.662462,0.327951,0.403987,0.362696,0.255467,0.00195312
88,0.0341161,0.122959,0.0688859,0.392445,-0.215391,-0.241829,0.00195312
89,-0.200918,-0.256179,-0.313838,-0.041998,0.606143,0.0324465,0.00195312
90,-0.462935,-0.159345,0.147051,-0.638903,-0.582263,0.295066,0.00195312
91,-1.07958,1.09896,-0.0369835,0.186649,-0.0476912,-0.232,0.00195312
92,0.209486,0.590454,0.304246,-0.391617,-0.241658,0.523766,0.00195312
93,-0.452452,0.970213,0.351613,-0.405045,0.155041,0.605775,0.00195312
94,-0.927411,0.0824069,0.586525,-0.632122,-0.441236,-0.0255314,0.00195312
95,0.26224,0.0902115,-0.11763,-0.348292,0.150747,-0.61395,0.00195312
96,-0.377102,-0.874042,-2.00102,0.174949,0.320845,0.0588864,0.00195312
97,-0.34666,0.223933,0.443262,0.664779,0.36781,-0.608854,0.00195312
98,-0.65364,-0.77579,0.772932,0.204691,-0.654188,0.338136,0.00195312
99,-0.245097,-0.176006,0.178894,-0.263526,0.601092,-0.31822,0.00195312
100,-0.606028,-0.883098,-1.76991,0.155969,-0.253448,0.366197,0.00195312
101,-0.863511,-0.989937,-2.82063,-0.127022,0.0300639,0.137988,0.00195312
102,-2.12084,0.83071,0.48438,0.135627,-0.773514,0.117992,0.00195312
103,0.0977404,-0.560326,-0.0813999,-0.313569,-0.690255,0.136931,0.00195312
104,0.1704,-0.24714,-0.000773626,0.258349,0.316092,0.64223,0.00195312
105,-0.0318989,0.352986,0.273607,-0.571661,0.05502,-0.0176989,0.00195312
106,0.176175,-0.472241,0.0707039,-0.684199,0.757506,0.239348,0.00195312
107,-0.234349,-0.204612,0.407,0.637452,0.613568,-0.467259,0.00195312
108,-0.00479837,0.67142,5.19091e-05,-0.0507432,0.776327,0.438565,0.00195312
109,-2.04664,2.36706,-6.6855,-0.177321,-0.0329774,-0.152788,0.00195312
110,-1.39502,-0.316914,-0.566856,0.117633,0.757029,0.407207,0.00195312
111,-0.556232,0.222518,0.0199741,0.462255,0.352284,0.554873,0.00195312
112,0.371947,0.424649,0.0841499,-0.20816,0.704101,0.257345,0.00195312
113,1.63467,1.54305,0.636275,0.148437,-0.043277,-0.145764,0.00195312
114,0.0295596,-0.148033,-0.0340759,0.0120735,-0.244737,0.575198,0.00195312
115,-0.714001,-0.287223,0.218109,-0.100953,-0.0420452,-0.429403,0.00195312
116,-4.51496,0.187262,-1.79229,0.066731,-0.337627,-0.145285,0.00195312
117,0.130796,-0.0940486,-0.351021,0.310331,0.578331,-0.56665,0.00195312
118,-0.173155,-0.428545,-1.1337,-0.0649499,-0.0386378,-0.0387995,0.00195312
119,-0.00388818,0.478563,0.00844838,0.237342,-0.364244,0.340645,0.00195312
120,-0.279901,-0.193062,-0.806206,-0.288406,-0.854069,-0.412864,0.00195312
121,0.315257,-0.0191417,-0.155048,0.359264,-0.158752,-0.505546,0.00195312
122,-0.0217019,-0.0323001,-0.0815927,0.734862,0.460665,0.485349,0.00195312
123,0.533037,-0.353582,-0.410455,0.0137867,-0.719859,-0.155037,0.00195312
124,0.180984,0.0884366,0.127358,-0.0215419,0.8773,-0.168087,0.00195312
125,0.299485,0.236534,-0.36716,0.39078,-0.15303,0.260911,0.00195312
126,0.0250417,-0.810906,0.422589,0.493442,-0.347875,-0.58699,0.00195312
127,-1.61531,-0.288155,-2.55731,0.0321609,-0.147686,-0.094015,0.00195312
128,3.05098,-2.57213,-3.95161,0.244277,0.160584,-0.116114,0.00195312
129,-0.0594608,0.281072,0.596509,0.0144022,0.404036,0.0814684,0.00195312
130,-0.0410634,0.171344,-0.184363,-0.304914,1.06512,-0.0428721,0.00195312
131,-0.14278,0.080694,-0.124037,-0.174145,0.327259,0.829676,0.00195312
132,3.93591,-0.10133,-1.29096,-0.24721,0.0159758,0.23322,0.00195312
133,0.552085,0.734763,-1.24176,0.142672,-0.50041,0.259767,0.00195312
134,0.321192,-0.689329,-0.561069,-0.850642,-0.132506,0.0772241,0.00195312
135,0.283714,0.124262,0.11534,0.432071,-0.272088,0.78593,0.00195312
136,0.360094,0.173864,-0.286604,0.477143,-0.0101906,-0.013978,0.00195312
137,-1.81472,-2.18438,0.906578,-0.186594,0.24153,0.184438,0.00195312
138,4.60523,-3.83502,3.50781,-0.151525,0.122137,-0.133387,0.00195312
139,0.425504,-0.478019,-0.711984,0.0651115,-0.211733,-0.445454,0.00195312
140,0.212559,-0.830833,-0.0831308,0.42873,0.0688927,0.233263,0.00195312
141,0.580857,0.909138,0.668884,0.187572,-0.0445078,0.638518,0.00195312
142,0.22312,-0.123264,1.74323,-0.372832,-0.16226,-0.389749,0.00195312
143,0.353807,0.147001,0.294656,0.716593,-0.129364,-0.342627,0.00195312
144,-0.0011255,-0.115822,0.143897,0.109201,-0.212899,0.103731,0.00195312
145,-0.226198,0.126209,-0.758168,-0.291992,-0.2032,0.472154,0.00195312
146,0.662676,-0.888545,0.289248,0.304351,0.346569,-0.191787,0.00195312
147,-0.221496,0.0656909,0.536636,0.150657,0.501459,-0.496926,0.00195312
148,-0.183136,-0.0253284,0.428766,0.226785,-0.0414087,0.198977,0.00195312
149,0.322027,1.39668,0.202421,0.21556,-0.0104941,-0.361658,0.00195312
150,1.22352,-0.842759,0.57988,0.0728759,0.308769,-0.0806759,0.00195312
151,0.0863013,-0.210687,-0.117326,0.814342,0.625207,0.222617,0.00195312
152,-0.0341213,0.194372,-0.0256909,0.278321,1.33885,-0.0867084,0.00195312
153,-0.0139392,0.042168,0.113486,0.0270037,0.0426483,-0.137644,0.00195312
154,0.148024,-0.272193,-0.430614,-0.524103,-0.378781,0.0881711,0.00195312
155,0.130469,0.0830071,0.311087,-1.0387,-0.466952,0.175041,0.00195312
156,0.0682861,-0.351592,-0.209632,0.270386,-0.0520045,0.698024,0.00195312
157,-0.220952,0.121807,-0.00223579,-0.193975,0.291573,-0.504262,0.00195312
158,0.450521,0.442144,-0.326153,-0.0530966,0.226297,0.372992,0.00195312
159,-6.67608,0.169405,2.17247,0.285495,-0.0626614,0.172729,0.00195312
160,0.624837,-0.242199,0.184101,-0.293007,-0.537824,0.156654,0.00195312
161,-0.170748,-0.47939,0.39432,0.219188,0.37505,-0.387411,0.00195312
162,0.435758,0.855198,-0.547346,0.0216305,-0.466349,-0.154969,0.00195312
163,0.714068,-0.216886,-0.209134,0.332824,-0.519501,0.0396303,0.00195312
164,0.785403,0.660153,-0.959705,-0.0560615,0.392762,-0.238209,0.00195312
165,0.479021,-0.11195,-0.415053,0.276274,-0.484478,0.0335218,0.00195312
166,0.92819,-1.54112,1.45911,0.162279,-0.413097,0.0929303,0.00195312
167,-0.230533,0.227698,0.226148,0.00531925,-0.524479,-0.381645,0.00195312
168,3.17022,0.0775701,1.53379,0.0341214,-0.0588188,0.119904,0.00195312
169,-2.2476,-1.07548,0.524922,-0.030708,0.0353454,-0.490363,0.00195312
170,0.338787,-0.660865,-0.233218,0.144867,0.590901,-0.584691,0.00195312
171,-0.129151,0.611027,0.0811511,0.263429,0.246032,0.411138,0.00195312
172,-0.0826363,1.17593,0.396842,0.659192,-0.0890502,-0.0750151,0.00195312
173,2.55992,1.15898,1.73859,0.0107857,0.166077,-0.0471539,0.00195312
174,1.16096,1.83407,2.03738,-0.165178,0.496929,-0.191949,0.00195312
175,1.05909,1.35481,-1.41152,-0.242999,-0.463406,0.335662,0.00195312
176,0.404586,0.278302,0.0977876,0.260981,0.581481,-0.508264,0.00195312
177,-0.286913,-0.114757,-0.727708,-0.0815796,0.225299,0.229268,0.00195312
178,-0.32721,-0.216657,-0.0670947,0.912863,-0.531172,-0.0311107,0.00195312
179,0.278334,0.229164,-0.217155,-0.171857,-0.59084,0.238336,0.00195312
180,-0.147329,0.127499,-0.2512,-0.0864144,-0.0181918,-0.138669,0.00195312
181,1.20879,1.37131,-1.58576,0.279879,-0.192965,0.166888,0.00195312
182,0.0559454,0.488734,0.0391018,0.245135,0.561439,0.425464,0.00195312
183,0.0779335,0.187522,0.30594,-0.0149002,-0.636208,0.256321,0.00195312
184,0.203394,-0.118277,-0.414248,0.206546,-0.888131,0.663616,0.00195312
185,-0.0962967,-0.158604,-0.0741469,0.31528,-0.836762,-0.159847,0.00195312
186,0.962315,0.0239755,-1.11738,0.22475,-0.681389,0.124254,0.00195312
187,-0.167856,-0.0787279,0.557963,0.27407,-0.347201,0.186352,0.00195312
188,-0.10009,-0.400288,0.439927,0.0164172,0.054057,-0.620321,0.00195312
189,-0.458821,0.561304,0.413016,0.333321,0.168221,-0.336623,0.00195312
190,-0.497299,0.341814,-0.408948,0.274128,0.0799078,-0.233138,0.00195312
191,-0.943189,0.873009,0.869091,-0.490847,-0.0077893,0.0308792,0.00195312
192,0.135839,0.330675,-0.326723,-1.05029,-0.265196,0.573179,0.00195312
193,0.0353832,-0.027621,0.318876,0.00051888,-0.0220118,0.105277,0.00195312
194,-1.17483,-1.74128,-1.62375,0.356261,-0.0643374,0.105899,0.00195312
195,-0.508531,-1.52278,-0.0999549,-0.196829,-0.154795,-0.197669,0.00195312
196,-2.94936,-0.540174,-0.471585,0.237145,-0.00165153,0.0258507,0.00195312
197,-0.25374,0.416479,-0.257052,0.173788,-0.230031,-0.889104,0.00195312
198,0.224856,0.419671,-0.339118,-0.265165,-0.946377,0.48871,0.00195312
199,-0.197906,0.106212,0.186685,0.117741,0.125331,-0.446306,0.00195312
200,-0.1278,-0.6872,-0.206625,0.334706,-0.418639,0.0699622,0.00195312
201,-0.0809389,0.1432,0.294499,-0.126292,0.502229,0.438719,0.00195312
202,-1.14649,-1.15644,0.148926,0.107996,0.768483,0.0413507,0.00195312
203,1.88716,-0.74382,-0.632565,0.217164,0.0717936,-0.401961,0.00195312
204,3.30177,3.4788,-3.34706,0.10638,-0.248136,0.266367,0.00195312
205,0.137852,-0.0761842,0.66146,0.652778,0.00203269,-0.530096,0.00195312
206,-0.563717,0.0720758,0.760794,0.109827,0.138404,0.645927,0.00195312
207,0.358676,0.245451,-0.275931,-0.118865,-0.157165,0.129154,0.00195312
208,-0.847225,-1.5263,1.4763,0.0256031,-0.452561,-0.266634,0.00195312
209,-0.25609,0.176846,0.0773855,0.242789,0.109519,-0.444058,0.00195312
210,1.15756,-0.526615,1.64665,-0.0362235,0.0405878,-0.133393,0.00195312
211,-0.160806,-0.120573,-0.45365,-0.78584,-0.227449,0.337094,0.00195312
212,0.112838,0.346645,-0.296233,0.111597,-0.801156,0.68954,0.00195312
213,0.0728832,1.27023,0.748918,-0.404799,0.0287845,0.487014,0.00195312
214,-0.0665007,0.112188,-0.477061,0.168817,-0.00442863,0.822513,0.00195312
215,0.485362,-0.769912,0.351133,0.239552,0.323842,-0.0351775,0.00195312
216,-0.457684,0.60442,-0.482381,-0.244255,0.265595,0.187808,0.00195312
217,0.165152,0.711887,0.0554581,0.358375,-0.351887,0.17519,0.00195312
218,0.146736,0.0831129,0.273515,-0.461506,-0.703308,-0.144604,0.00195312
219,0.632032,-0.211674,-0.762554,-0.579045,-0.137141,-0.53522,0.00195312
220,0.436184,-0.401051,0.143534,-0.357923,0.469866,-0.0154169,0.00195312
221,0.275745,0.28078,-0.349221,0.305139,-0.461261,0.842828,0.00195312
222,0.489829,-1.099,-5.20953,-0.309604,0.160206,-0.0219778,0.00195312
223,-0.681081,0.413939,0.635152,0.598177,-0.354196,-0.27892,0.00195312
224,0.0250561,0.454286,0.366878,-0.0425242,0.148873,-0.457026,0.00195312
225,-0.20306,0.05359,-0.821318,0.296353,-0.0515018,0.26507,0.00195312
226,-0.357376,0.171415,-0.0958334,-0.241083,0.467023,0.00298146,0.00195312
227,-0.172827,-0.168222,-0.103082,-0.710554,-0.695928,0.57555,0.00195312
228,0.0163149,0.180243,-0.550318,-0.232857,-0.212991,-0.754147,0.00195312
229,0.685887,-0.325593,-0.587023,-0.854125,-0.0107827,-0.494462,0.00195312
230,1.43836,0.270806,-1.3675,0.212808,-0.197355,-0.411367,0.00195312
231,-0.162665,1.51611,0.776958,-0.285869,-0.014878,-0.215204,0.00195312
232,-0.0123861,0.868606,-0.195948,0.325515,-0.0624501,0.0579481,0.00195312
233,0.280937,0.0813649,-0.143202,-0.691912,-0.0388591,-0.296232,0.00195312
234,-1.10448,-0.232756,0.379752,0.212004,-0.908207,0.283056,0.00195312
235,-0.164857,-0.0112428,0.885588,-0.234366,-0.111916,0.113603,0.00195312
236,-0.343537,0.432182,-0.114485,0.0150516,0.161689,0.753124,0.00195312
237,0.0100802,0.343822,-0.809633,-0.106169,0.137281,-0.195476,0.00195312
238,-0.789803,-3.2816,1.68348,0.218629,-0.110162,0.403902,0.00195312
239,0.412834,0.104513,-0.0210782,-1.10574,-0.343538,-0.47165,0.00195312
240,0.690793,-0.116251,-0.371404,0.558779,0.330577,-0.336051,0.00195312
241,0.25276,-0.297385,-0.429332,-0.663122,0.274076,-0.34489,0.00195312
242,0.309458,-0.241881,0.204176,0.527195,0.565464,-0.16382,0.00195312
243,0.120396,-1.01231,0.538471,-0.40498,-0.648292,0.311742,0.00195312
244,-0.123201,-0.0913774,0.276783,1.29363,0.176949,0.24961,0.00195312
245,0.410198,-0.205024,-0.137316,0.231834,0.637736,0.0780025,0.00195312
246,0.184122,-0.124636,0.16018,0.172005,1.05612,-0.158971,0.00195312
247,0.0792419,0.385935,-0.282845,-0.503264,0.133872,0.026392,0.00195312
248,-0.30748,0.0461126,-0.569636,0.189946,0.487022,-0.613573,0.00195312
249,0.717789,-0.876555,0.235604,0.113646,0.384274,0.226357,0.00195312
250,-0.613426,0.298336,0.167143,0.353702,0.184456,-0.80982,0.00195312
251,-0.282808,0.458541,0.667226,-0.303943,0.136425,0.495151,0.00195312
252,0.0121673,0.117884,-0.0505364,-0.208917,-0.430464,-0.425993,0.00195312
253,-0.147234,-0.0204617,0.0670841,0.739559,-0.78677,0.883568,0.00195312
254,0.568837,0.422711,1.56504,-0.226011,0.0716727,-0.362412,0.00195312
255,-3.72128,1.0509,4.31437,-0.177406,-0.105833,-0.446364,0.00195312
256,-0.0963487,-0.215445,-0.0449903,-0.286722,-0.67043,0.380313,0.00195312
257,0.105711,0.0313993,0.118951,0.175806,0.126415,0.578742,0.00195312
258,-0.598013,-0.230067,-0.832916,-0.167479,-0.0252272,-0.372072,0.00195312
259,0.115139,-0.139787,1.34396,-0.550196,0.0890614,0.00806451,0.00195312
260,-0.935757,0.107874,-0.470044,-0.620467,0.0945681,-0.141772,0.00195312
261,1.04254,0.626351,0.0816291,0.234006,0.49316,-0.262033,0.00195312
262,-0.409367,0.0459482,-0.663278,0.0669048,0.741179,0.556309,0.00195312
263,0.218412,2.27531,-0.672936,-0.182367,-0.337198,-0.164765,0.00195312
264,-2.37478,-2.01822,0.309518,-0.00495784,0.138479,0.17143,0.00195312
265,-0.00253149,-1.02997,-0.430337,0.368761,0.402436,-0.284977,0.00195312
266,-0.518502,-0.90356,0.868679,0.0676277,-0.514382,0.46052,0.00195312
267,0.698597,-1.66511,-1.51812,0.104747,0.08789,0.0181644,0.00195312
268,-0.347629,-0.0910189,-0.00200181,0.175071,-0.757651,-0.883101,0.00195312
269,-0.534469,0.359051,-0.988736,-0.139484,-0.570472,0.29573,0.00195312
270,-0.121859,0.560198,0.927923,0.260861,-0.523625,0.121397,0.00195312
271,0.287671,0.0449941,0.418216,-0.761104,-0.228856,0.398132,0.00195312
272,1.16592,1.48298,1.98278,-0.0267234,0.115038,0.361135,0.00195312
273,-0.527917,0.115408,-0.414714,-0.351462,0.143732,-0.450411,0.00195312
274,-0.00994245,0.622746,0.476694,0.141433,-0.277431,-0.688795,0.00195312
275,-0.101892,-0.0520364,-0.101307,0.805301,0.175113,-0.392315,0.00195312
276,-0.0382725,0.349849,0.251339,-0.111197,-0.287439,0.333958,0.00195312
277,0.13786,-0.565569,1.06694,-0.277781,-0.140369,-0.290915,0.00195312
278,0.851511,1.10415,-0.1345,0.0266128,-0.289631,0.101161,0.00195312
279,-0.200497,-0.455876,0.158709,0.0581978,0.419427,-0.91767,0.00195312
280,-0.0879132,0.515759,0.169474,0.0194943,0.788326,-0.206182,0.00195312
281,0.806779,0.0759216,-0.32529,-0.0945966,-0.493718,-0.644076,0.00195312
282,-0.027009,-0.194342,0.17461,0.922526,0.0286348,-0.207185,0.00195312
283,-0.56809,0.0544749,-0.064417,0.0891433,-0.335301,-0.145473,0.00195312
284,0.0985609,-0.246356,-0.330712,-0.126787,0.2904,-0.216059,0.00195312
285,-0.946072,-0.271104,-0.90326,-0.338825,0.400442,-0.427664,0.00195312
286,-2.4856,-2.75629,-1.35721,-0.0903303,-0.235809,0.225736,0.00195312
287,0.070978,0.0607088,0.283535,-0.0238881,-0.57251,-0.199954,0.00195312
288,0.331331,1.0576,0.655471,-0.103794,0.289877,0.0901821,0.00195312
289,-0.0219047,0.821338,-0.532079,0.0931946,-0.440668,0.353526,0.00195312
290,-1.11262,-0.443338,-0.337555,-0.554506,0.476259,-0.0685765,0.00195312
291,3.06744,-3.96577,2.82306,-0.00589005,-0.133293,0.307828,0.00195312
292,0.30519,-0.254658,-0.676176,0.61731,0.830945,-0.165235,0.00195312
293,0.0990499,0.677119,-0.148795,0.137191,0.538629,-0.128788,0.00195312
294,0.619372,0.0662474,0.260337,0.0139541,0.280511,0.138497,0.00195312
295,0.361639,0.375335,-0.903602,0.503204,0.0438573,-0.377622,0.00195312
296,1.01592,-0.471459,1.19204,-0.601891,0.433908,0.00470542,0.00195312
297,0.253347,-0.295679,0.643271,0.22404,0.51873,0.647739,0.00195312
298,-0.467803,-0.332008,-1.64367,-0.231814,0.26022,-0.0269858,0.00195312
299,1.3289,-1.16058,1.45009,-0.328087,0.17867,-0.0970433,0.00195312
300,0.0390202,-0.12162,-0.278304,0.0680169,-0.859041,-0.226007,0.00195312
301,1.15248,0.295198,0.283926,0.481418,-0.122786,-0.374658,0.00195312
302,-0.901853,-0.361419,1.06938,0.0899529,0.141909,-0.104249,0.00195312
303,-0.668221,-0.00153387,0.376319,-0.39081,0.751328,-0.514167,0.00195312
304,0.174599,0.343821,-0.252645,0.356973,0.268787,-0.286874,0.00195312
305,0.766696,-0.344843,0.309465,0.151128,0.446072,0.551702,0.00195312
306,-0.268552,-1.58056,0.328809,0.219469,0.554432,0.155241,0.00195312
307,0.176531,0.0829017,0.436637,0.186834,0.814998,-0.129409,0.00195312
308,0.187752,0.836642,0.710086,0.052443,0.405509,0.078741,0.00195312
309,0.397856,-0.113141,0.0533345,0.319085,-0.184309,-0.178294,0.00195312
310,-0.532266,-0.451362,-0.574421,0.327579,0.155514,-0.261285,0.00195312
311,0.838509,0.606675,-0.948025,0.220104,-0.0831468,-0.761581,0.00195312
312,-0.140965,0.186775,-0.42886,0.934468,0.257043,-0.244552,0.00195312
313,-9.48795,3.143,3.31045,-0.0543083,0.124403,-0.022938,0.00195312
314,0.935581,0.324289,0.258626,0.450997,-0.0146909,0.636799,0.00195312
315,-0.237528,0.204591,-0.380161,0.153242,-0.195654,-0.175973,0.00195312
316,0.548409,-0.655168,0.5614,0.752125,-0.426677,-0.543793,0.00195312
317,-0.0242924,0.858957,0.152338,-0.532967,0.640842,-0.663789,0.00195312
318,-0.175844,0.674111,0.628848,0.271398,0.256951,-0.295011,0.00195312
319,-0.102478,0.604713,1.37599,0.315664,0.76152,0.0761694,0.00195312
320,-0.295082,0.0747994,0.276632,-1.00584,0.318449,0.430649,0.00195312
321,0.14591,-1.29039,0.974966,-0.00310718,0.191596,0.117559,0.00195312
322,0.339379,0.783958,0.196466,-0.323306,-0.514185,-0.687203,0.00195312
323,0.0239758,-0.10892,0.0232537,-0.0975721,-0.207241,-0.47391,0.00195312
324,-0.442813,0.229743,-0.391899,-0.71898,0.0041691,0.0207383,0.00195312
325,-0.623468,-0.235256,-0.56439,-0.115845,0.51512,-0.545162,0.00195312
326,0.260579,0.418613,-0.664897,0.287662,-0.459976,0.582216,0.00195312
327,-4.95508,8.77208,-1.19263,0.113225,-0.0303984,-0.0820017,0.00195312
328,-0.447945,-0.217707,-0.320101,0.504318,0.484644,-0.697486,0.00195312
329,0.256712,0.185393,-0.421629,0.225821,0.518552,0.558526,0.00195312
330,0.501252,-0.525559,0.34474,-0.374598,0.154238,-0.259106,0.00195312
331,-0.261439,0.214188,0.0848838,-1.24954,-0.087072,0.590548,0.00195312
332,0.34976,0.512409,-0.116019,-0.636284,-0.227248,0.652166,0.00195312
333,-0.281786,0.0698171,0.169047,-0.209146,-0.149915,0.54248,0.00195312
334,-0.597778,-0.0486699,0.309697,0.637268,0.613939,0.499521,0.00195312
