id,x,y,z,vx,vy,vz,m
1,-0.853081,0.439171,-0.206719,-0.575739,0.428111,-0.444428,0.00012207
2,-0.399023,0.204988,-0.31852,1.00664,0.00741143,0.09926,0.00012207
3,-1.1951,1.11747,0.0491806,-0.220709,-0.184932,0.294004,0.00012207
4,-0.0595047,0.195472,0.254691,-0.472685,0.11341,-0.865259,0.00012207
5,-0.0856957,-0.0531871,-0.0459034,0.309084,-0.0268296,0.412969,0.00012207
6,-0.217477,-0.505775,0.0856162,-0.701377,-0.197787,-0.865305,0.00012207
7,0.286152,-0.320212,0.443586,-0.592032,0.432486,-0.634277,0.00012207
8,0.0152586,0.107702,-0.220499,-0.163386,0.616297,0.757042,0.00012207
9,0.133812,-0.345019,-0.0144732,0.0965073,-0.283246,0.287489,0.00012207
10,-0.29941,0.0949705,-0.0611914,-0.332819,-0.123776,-0.148644,0.00012207
11,-0.189945,-0.0731896,-0.300537,0.246036,0.0275576,1.00515,0.00012207
12,0.732808,0.437675,-0.732745,-0.825288,0.436894,-0.115874,0.00012207
13,0.122291,-0.628438,-0.868299,0.203221,0.0589369,0.220919,0.00012207
14,-0.521772,0.0856916,-0.0148324,-0.50812,-0.618797,-0.0129533,0.00012207
15,0.91731,0.547164,0.555399,0.446906,0.223857,0.546567,0.00012207
16,0.418643,0.443507,0.0792172,0.0116195,-0.57722,-0.20063,0.00012207
17,1.4976,0.695669,0.128581,-0.409804,-0.0324598,0.327121,0.00012207
18,-0.768661,0.497302,-0.446946,0.173056,-0.21585,-0.00349228,0.00012207
19,0.0156639,-0.148783,-0.103065,0.299977,0.682319,0.155968,0.00012207
20,-0.0993545,0.0938849,-0.0542843,-0.368023,0.564529,-0.177843,0.00012207
21,0.111616,0.17492,-0.586933,0.318606,-0.141356,0.233499,0.00012207
22,-0.897956,-0.328145,-1.14444,-0.0639199,0.0109136,-0.335594,0.00012207
23,0.00227686,-0.20305,-0.19251,-0.553219,-0.210165,0.443106,0.00012207
24,7.04876,1.78464,1.5239,-0.0175867,-0.0901805,-0.171948,0.00012207
25,-0.40439,0.0332322,0.605632,-0.0455622,0.151504,1.08161,0.00012207
26,0.0220342,-0.300338,-0.728431,0.343584,-0.553826,-0.0845922,0.00012207
27,-0.55643,0.352974,0.527766,0.116572,-0.125879,-0.302618,0.00012207
28,-0.257428,0.0402918,-0.415326,-0.800293,-0.258138,0.187115,0.00012207
29,-0.346005,0.74787,-0.511214,-0.282471,-0.508258,0.0853391,0.00012207
30,0.610629,0.468601,0.64031,-0.478599,0.71456,-0.284916,0.00012207
31,0.327983,-0.178643,-0.142821,0.0144976,0.00341953,0.790321,0.00012207
32,0.655757,0.154818,-0.667654,-0.35311,-0.299856,0.073128,0.00012207
33,-0.406146,0.71452,-1.99766,-0.347621,-0.138112,0.263798,0.00012207
34,-0.394149,-0.0487257,-0.14556,-0.216405,-0.814762,-0.198591,0.00012207
35,0.110691,0.0588703,-0.485537,0.701723,0.118639,0.282071,0.00012207
36,0.194597,-0.109272,0.268291,-0.514994,0.32589,-0.924129,0.00012207
37,-0.902862,0.469547,0.0828262,-0.294086,-0.0931278,-0.40433,0.00012207
38,0.0427296,0.0842363,-0.448753,0.529572,-0.990673,-0.772262,0.00012207
39,0.267189,0.26016,0.49674,0.412415,-0.422575,-0.226552,0.00012207
40,0.482053,0.134902,0.0243505,0.553129,-0.426616,-0.357187,0.00012207
41,0.102462,-0.779335,0.0341771,-0.0222452,0.546566,-0.635903,0.00012207
42,0.302984,0.273206,-0.220557,-0.096187,0.101614,-0.867443,0.00012207
43,0.518809,-0.245004,-0.405774,-0.062718,0.443865,0.833638,0.00012207
44,-0.159899,0.341651,0.354484,-0.0867613,0.0678504,-0.561572,0.00012207
45,-4.6398,3.97278,-1.57436,0.110935,0.0437168,0.289583,0.00012207
46,0.292448,-0.29191,0.0621993,-0.0606843,0.587835,-0.331873,0.00012207
