id,x,y,z,vx,vy,vz,m
1,-0.710276,-0.055976,-0.444991,-0.0635122,-0.247007,0.396206,0.0625
2,4.70846,-0.320471,-1.51978,0.43164,0.0801561,0.229838,0.0625
3,0.444524,0.245258,0.0691974,0.0998681,-0.146738,-0.282391,0.0625
4,0.276419,-0.0476072,-0.00586011,-0.726816,0.611692,-0.0598905,0.0625
5,-0.173191,0.871815,0.0958734,0.171188,0.0326089,0.315728,0.0625
6,-0.662002,-0.158449,1.19359,0.392522,0.219788,0.0244168,0.0625
7,-0.413081,-0.737007,-0.445848,0.682723,-0.501318,-0.117422,0.0625
8,0.26888,0.320328,0.687839,-0.0151996,-0.131398,-0.13628,0.0625
9,0.00545943,0.42119,-0.00428093,-0.744662,-0.0221679,-0.328802,0.0625
10,-4.75309,1.11803,0.433989,-0.0960902,-0.271713,-0.044957,0.0625
11,-0.855295,-0.0378339,0.845155,-0.02959,0.207205,0.492315,0.0625
12,-0.340866,-0.328514,0.310112,-0.858045,-0.603103,-0.430311,0.0625
13,0.0311724,-0.259558,0.0358953,0.266733,-0.144792,-0.076978,0.0625
14,2.81209,-1.40174,-1.23976,0.0990881,0.129601,-0.100656,0.0625
15,0.0236014,0.216823,-0.0370869,0.13884,0.125482,-0.778369,0.0625
16,-0.662802,0.153705,0.0259586,0.251312,0.661703,0.897555,0.0625
