id,x,y,z,vx,vy,vz,m
1,-0.851646,0.453133,-0.185682,-0.573706,0.423627,-0.450768,3.05176e-05
2,-0.397588,0.21895,-0.297482,1.00867,0.002927,0.0929196,3.05176e-05
3,-1.19366,1.13144,0.070218,-0.218676,-0.189416,0.287664,3.05176e-05
4,-0.0580696,0.209434,0.275728,-0.470652,0.108926,-0.8716,3.05176e-05
5,-0.0842606,-0.039225,-0.0248661,0.311117,-0.031314,0.406629,3.05176e-05
6,-0.216042,-0.491812,0.106654,-0.699344,-0.202271,-0.871645,3.05176e-05
7,0.287587,-0.30625,0.464623,-0.589999,0.428001,-0.640617,3.05176e-05
8,0.0166936,0.121665,-0.199462,-0.161353,0.611813,0.750701,3.05176e-05
9,0.135248,-0.331057,0.00656416,0.0985403,-0.28773,0.281148,3.05176e-05
10,-0.297975,0.108933,-0.0401541,-0.330786,-0.12826,-0.154984,3.05176e-05
11,-0.18851,-0.0592275,-0.2795,0.248069,0.0230731,0.998807,3.05176e-05
12,0.734243,0.451637,-0.711708,-0.823255,0.432409,-0.122214,3.05176e-05
13,0.123726,-0.614475,-0.847261,0.205254,0.0544525,0.214578,3.05176e-05
14,-0.520337,0.0996537,0.00620493,-0.506087,-0.623281,-0.0192938,3.05176e-05
15,0.918745,0.561126,0.576436,0.448939,0.219372,0.540226,3.05176e-05
16,0.420078,0.457469,0.100255,0.0136525,-0.581704,-0.206971,3.05176e-05
17,1.49903,0.709631,0.149618,-0.407771,-0.0369442,0.320781,3.05176e-05
18,-0.767226,0.511264,-0.425908,0.175089,-0.220335,-0.00983275,3.05176e-05
19,0.0170989,-0.134821,-0.0820279,0.30201,0.677835,0.149628,3.05176e-05
20,-0.0979195,0.107847,-0.0332469,-0.36599,0.560044,-0.184183,3.05176e-05
21,0.113052,0.188882,-0.565895,0.320639,-0.145841,0.227158,3.05176e-05
22,-0.896521,-0.314183,-1.1234,-0.0618869,0.00642921,-0.341934,3.05176e-05
23,0.00371193,-0.189088,-0.171472,-0.551186,-0.21465,0.436765,3.05176e-05
24,7.0502,1.7986,1.54494,-0.0155537,-0.0946649,-0.178289,3.05176e-05
25,-0.402955,0.0471943,0.62667,-0.0435292,0.14702,1.07527,3.05176e-05
26,0.0234692,-0.286376,-0.707394,0.345617,-0.55831,-0.0909326,3.05176e-05
27,-0.554995,0.366936,0.548803,0.118605,-0.130363,-0.308958,3.05176e-05
28,-0.255993,0.0542539,-0.394289,-0.79826,-0.262622,0.180774,3.05176e-05
29,-0.34457,0.761832,-0.490176,-0.280438,-0.512743,0.0789986,3.05176e-05
30,0.612064,0.482563,0.661348,-0.476566,0.710075,-0.291256,3.05176e-05
31,0.329418,-0.164681,-0.121783,0.0165306,-0.0010649,0.783981,3.05176e-05
32,0.657192,0.16878,-0.646617,-0.351077,-0.304341,0.0667875,3.05176e-05
33,-0.404711,0.728482,-1.97663,-0.345588,-0.142596,0.257458,3.05176e-05
34,-0.392714,-0.0347636,-0.124522,-0.214372,-0.819246,-0.204932,3.05176e-05
35,0.112126,0.0728324,-0.4645,0.703756,0.114154,0.275731,3.05176e-05
36,0.196032,-0.0953103,0.289329,-0.512962,0.321406,-0.930469,3.05176e-05
37,-0.901427,0.483509,0.103864,-0.292053,-0.0976122,-0.41067,3.05176e-05
38,0.0441646,0.0981984,-0.427716,0.531605,-0.995158,-0.778602,3.05176e-05
39,0.268624,0.274122,0.517778,0.414448,-0.427059,-0.232893,3.05176e-05
40,0.483489,0.148864,0.0453878,0.555162,-0.4311,-0.363527,3.05176e-05
41,0.103897,-0.765373,0.0552145,-0.0202123,0.542081,-0.642244,3.05176e-05
42,0.304419,0.287168,-0.199519,-0.094154,0.0971295,-0.873784,3.05176e-05
43,0.520244,-0.231042,-0.384737,-0.060685,0.43938,0.827298,3.05176e-05
44,-0.158464,0.355614,0.375521,-0.0847283,0.0633659,-0.567913,3.05176e-05
45,-4.63836,3.98674,-1.55332,0.112968,0.0392323,0.283243,3.05176e-05
46,0.293883,-0.277948,0.0832367,-0.0586513,0.583351,-0.338214,3.05176e-05
47,0.0312398,-0.473489,0.142655,-0.851497,0.867611,-0.0431147,3.05176e-05
48,0.760056,0.495595,0.437587,-0.296603,-0.15827,-0.623196,3.05176e-05
49,0.151028,0.161428,-0.0983152,0.757615,0.135071,0.380187,3.05176e-05
50,1.81406,1.40013,0.655692,0.00629907,0.177217,0.501363,3.05176e-05
51,0.889286,0.0714994,-1.78172,-0.0174322,-0.423688,-0.17865,3.05176e-05
52,0.323157,0.363149,-0.575986,0.702849,0.164405,-0.18445,3.05176e-05
53,0.13443,0.112467,0.434315,0.48048,-0.508911,0.323164,3.05176e-05
54,-0.339362,0.100049,-0.599347,0.326731,-0.165928,1.1452,3.05176e-05
55,0.202875,-0.118835,-0.116103,0.946602,0.332306,-0.422399,3.05176e-05
56,0.698625,-0.34041,0.348951,-0.309825,-0.0313891,-0.104185,3.05176e-05
57,0.198576,2.34522,-2.16821,0.337465,-0.245337,-0.337817,3.05176e-05
58,0.730329,1.01835,0.294651,0.516591,-0.33936,-0.0355739,3.05176e-05
59,0.168548,0.051144,-0.233949,0.0443392,0.565859,-0.500529,3.05176e-05
60,1.40134,2.40481,1.96118,-0.000276395,0.160016,-0.309982,3.05176e-05
61,0.374464,-0.624937,0.031046,0.0827871,-0.495548,-0.310603,3.05176e-05
62,0.374934,-0.758476,0.052966,-0.400835,-0.300048,0.160291,3.05176e-05
63,-0.392991,-1.14777,0.177603,0.00688944,0.0371222,-0.443233,3.05176e-05
64,-0.200318,-0.454934,-0.411812,-0.783219,0.185012,0.53325,3.05176e-05
65,-4.98167,1.12179,2.70297,0.0593278,0.0787857,-0.100028,3.05176e-05
66,0.461253,0.0847861,-0.314365,-0.343239,0.354095,-0.492993,3.05176e-05
67,0.368553,-0.409995,0.184282,-0.0115135,0.434828,0.21522,3.05176e-05
68,-0.117979,0.0023356,-0.180292,0.336253,0.113312,-0.260655,3.05176e-05
69,0.946974,1.49632,0.456622,0.646946,0.0947481,-0.248675,3.05176e-05
70,0.0764711,0.100523,-0.12902,0.580155,0.727583,0.371675,3.05176e-05
71,0.405427,1.91485,1.74087,0.288216,0.148496,0.149155,3.05176e-05
72,0.247333,-0.516049,0.280406,-0.0704509,0.280617,0.362542,3.05176e-05
73,-0.0932671,0.218603,-0.119337,-0.173286,0.176928,-0.141546,3.05176e-05
74,0.145878,-0.481997,-0.121275,-0.377189,-0.71532,0.0222395,3.05176e-05
75,0.327086,-0.33881,0.306623,-0.0671176,-0.564342,0.20303,3.05176e-05
76,1.09705,1.48995,0.429735,-0.00784124,0.46259,0.169323,3.05176e-05
77,0.0353247,-0.0645969,-0.295246,-0.216329,-0.382823,-0.455923,3.05176e-05
78,0.0694325,0.204957,0.741694,-0.288238,0.266574,0.00511782,3.05176e-05
79,-0.649882,0.0584812,-1.24648,0.171493,-0.295875,-0.228546,3.05176e-05
80,-0.231776,0.242206,0.122655,-0.169574,-0.935848,-0.202013,3.05176e-05
