id,x,y,z,vx,vy,vz,m
1,-0.557141,-0.242774,-0.534013,-0.113699,-0.132335,0.279062,0.03125
2,4.86159,-0.507268,-1.6088,0.381454,0.194828,0.112694,0.03125
3,0.597659,0.0584599,-0.0198247,0.0496814,-0.0320662,-0.399535,0.03125
4,0.429554,-0.234405,-0.0948822,-0.777003,0.726364,-0.177034,0.03125
5,-0.0200551,0.685018,0.00685128,0.121001,0.147281,0.198584,0.03125
6,-0.508867,-0.345247,1.10456,0.342336,0.334459,-0.0927266,0.03125
7,-0.259946,-0.923804,-0.53487,0.632536,-0.386646,-0.234565,0.03125
8,0.422015,0.133531,0.598817,-0.0653862,-0.0167258,-0.253424,0.03125
9,0.158595,0.234392,-0.0933031,-0.794848,0.0925039,-0.445946,0.03125
10,-4.59995,0.931233,0.344967,-0.146277,-0.157041,-0.1621,0.03125
11,-0.70216,-0.224632,0.756133,-0.0797766,0.321877,0.375171,0.03125
12,-0.18773,-0.515312,0.22109,-0.908232,-0.488431,-0.547454,0.03125
13,0.184308,-0.446355,-0.0531268,0.216546,-0.0301202,-0.194121,0.03125
14,2.96522,-1.58853,-1.32878,0.0489015,0.244273,-0.217799,0.03125
15,0.176737,0.0300257,-0.126109,0.0886539,0.240154,-0.895513,0.03125
16,-0.509667,-0.0330922,-0.0630635,0.201126,0.776375,0.780411,0.03125
17,-0.173143,1.02495,-0.669634,0.305936,0.0936913,-0.681338,0.03125
18,0.452664,0.400824,0.148503,0.207532,-0.487965,-0.173236,0.03125
19,-0.0284982,2.58261,-0.554693,0.13946,0.137875,0.0760333,0.03125
20,0.0158164,-0.0375727,0.263601,-0.14715,-0.250126,0.888169,0.03125
21,-0.138624,0.273847,0.355125,-0.0752912,0.382424,0.185165,0.03125
22,-0.767743,0.115077,0.262816,-0.290132,-0.0718521,-0.0210181,0.03125
23,0.0306203,0.00354115,-1.05416,-0.00162433,-0.316871,0.534438,0.03125
24,-0.353249,-0.504293,1.05811,-0.108602,-0.653008,0.456982,0.03125
25,-0.936695,-0.290766,-0.0497111,0.38403,0.201224,0.0356455,0.03125
26,-0.202383,-0.606603,0.336503,-0.64319,-0.519128,-0.0171996,0.03125
27,-0.277341,0.179823,0.60041,0.10353,-0.218117,-0.221232,0.03125
28,0.151252,-0.258239,0.37358,0.220956,-0.0154022,-0.698357,0.03125
29,0.00160892,0.320317,-0.363007,0.302535,-0.467674,0.0714484,0.03125
30,-0.360501,-0.11056,0.531808,-0.448104,-0.041856,0.439056,0.03125
31,-0.589451,-0.635241,0.258018,0.44284,0.143695,0.752008,0.03125
32,0.725498,0.531043,-0.0729157,0.41026,0.24834,0.247729,0.03125
